Text,robot,x1,y1,yaw1,x2,y2,yaw2,x3,y3,yaw3,x4,y4,yaw4,x5,y5,yaw5,x6,y6,yaw6,dt
move diagonally backward right,UnitreeGo2,-0.55,0.45,0,-0.75,0.6,0,-0.9,0.75,0,-1,0.8,0,-0.9,0.75,0,-0.75,0.6,0,0.45
move diagonally backward left,UnitreeGo2,-0.55,-0.45,0,-0.75,-0.6,0,-0.9,-0.75,0,-1,-0.8,0,-0.9,-0.75,0,-0.75,-0.6,0,0.45
turn right then move forward,UnitreeGo2,0,0,0.65,0,0,0.95,0,0,0.95,0.35,0,0.6,0.7,0,0.3,0.95,0,0,0.45
turn left then move forward,UnitreeGo2,0,0,-0.65,0,0,-0.95,0,0,-0.95,0.35,0,-0.6,0.7,0,-0.3,0.95,0,0,0.45
turn right then move backward,UnitreeGo2,0,0,0.65,0,0,0.95,0,0,0.95,-0.35,0,0.6,-0.7,0,0.3,-0.95,0,0,0.45
turn left then move backward,UnitreeGo2,0,0,-0.65,0,0,-0.95,0,0,-0.95,-0.35,0,-0.6,-0.7,0,-0.3,-0.95,0,0,0.45
move forward then stop,UnitreeGo2,0.75,0,0,1,0,0,1,0,0,0.65,0,0,0.3,0,0,0,0,0,0.4
move backward then stop,UnitreeGo2,-0.75,0,0,-1,0,0,-1,0,0,-0.65,0,0,-0.3,0,0,0,0,0,0.4
move right then stop,UnitreeGo2,0,0.7,0,0,0.95,0,0,1,0,0,0.65,0,0,0.3,0,0,0,0,0.4
move left then stop,UnitreeGo2,0,-0.7,0,0,-0.95,0,0,-1,0,0,-0.65,0,0,-0.3,0,0,0,0,0.4
turn right then stop,UnitreeGo2,0,0,0.75,0,0,1,0,0,1,0,0,0.7,0,0,0.3,0,0,0,0.4
turn left then stop,UnitreeGo2,0,0,-0.75,0,0,-1,0,0,-1,0,0,-0.7,0,0,-0.3,0,0,0,0.4
move forward right then turn left,UnitreeGo2,0.6,0.45,0,0.8,0.6,0,0.9,0.55,-0.25,0.75,0.35,-0.5,0.5,0,-0.8,0.2,0,-1,0.45
move forward left then turn right,UnitreeGo2,0.6,-0.45,0,0.8,-0.6,0,0.9,-0.55,0.25,0.75,-0.35,0.5,0.5,0,0.8,0.2,0,1,0.45
turn right move forward then turn left,UnitreeGo2,0,0,0.7,0.35,0,0.55,0.7,0,0.3,0.95,0,0,0.7,0,-0.4,0.35,0,-0.8,0.45
turn left move forward then turn right,UnitreeGo2,0,0,-0.7,0.35,0,-0.55,0.7,0,-0.3,0.95,0,0,0.7,0,0.4,0.35,0,0.8,0.45
move forward strafe right then turn right,UnitreeGo2,0.7,0,0,0.95,0,0,0.6,0.5,0,0.35,0.8,0,0,0.5,0.5,0,0,0.95,0.45
move forward strafe left then turn left,UnitreeGo2,0.7,0,0,0.95,0,0,0.6,-0.5,0,0.35,-0.8,0,0,-0.5,-0.5,0,0,-0.95,0.45
move right turn left then move forward,UnitreeGo2,0,0.65,0,0,0.9,0,0,0.5,-0.4,0.25,0.2,-0.75,0.6,0,-0.4,0.95,0,0,0.45
move left turn right then move forward,UnitreeGo2,0,-0.65,0,0,-0.9,0,0,-0.5,0.4,0.25,-0.2,0.75,0.6,0,0.4,0.95,0,0,0.45
walk forward fast then slow down,UnitreeGo2,1,0,0,1,0,0,1,0,0,0.8,0,0,0.55,0,0,0.35,0,0,0.4
walk backward fast then slow down,UnitreeGo2,-1,0,0,-1,0,0,-1,0,0,-0.8,0,0,-0.55,0,0,-0.35,0,0,0.4
turn right fast then slow down,UnitreeGo2,0,0,1,0,0,1,0,0,1,0,0,0.8,0,0,0.55,0,0,0.35,0.4
turn left fast then slow down,UnitreeGo2,0,0,-1,0,0,-1,0,0,-1,0,0,-0.8,0,0,-0.55,0,0,-0.35,0.4
accelerate forward,UnitreeGo2,0.3,0,0,0.45,0,0,0.65,0,0,0.8,0,0,0.95,0,0,1,0,0,0.4
accelerate backward,UnitreeGo2,-0.3,0,0,-0.45,0,0,-0.65,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,0.4
accelerate into a right turn,UnitreeGo2,0.3,0,0.25,0.45,0,0.4,0.6,0,0.55,0.75,0,0.7,0.9,0,0.85,1,0,1,0.4
accelerate into a left turn,UnitreeGo2,0.3,0,-0.25,0.45,0,-0.4,0.6,0,-0.55,0.75,0,-0.7,0.9,0,-0.85,1,0,-1,0.4
make a quick right left zigzag,UnitreeGo2,0,0.75,0,0,-0.75,0,0,0.9,0,0,-0.9,0,0,0.8,0,0,-0.8,0,0.4
make a quick left right zigzag,UnitreeGo2,0,-0.75,0,0,0.75,0,0,-0.9,0,0,0.9,0,0,-0.8,0,0,0.8,0,0.4
turn right while moving sideways right,UnitreeGo2,0,0.5,0.5,0,0.65,0.65,0,0.8,0.8,0,0.9,0.95,0,0.85,0.9,0,0.7,0.75,0.4
turn left while moving sideways left,UnitreeGo2,0,-0.5,-0.5,0,-0.65,-0.65,0,-0.8,-0.8,0,-0.9,-0.95,0,-0.85,-0.9,0,-0.7,-0.75,0.4
move sideways right then sideways left,UnitreeGo2,0,0.7,0,0,0.95,0,0,0.6,0,0,-0.4,0,0,-0.8,0,0,-1,0,0.45
move sideways left then sideways right,UnitreeGo2,0,-0.7,0,0,-0.95,0,0,-0.6,0,0,0.4,0,0,0.8,0,0,1,0,0.45
move forward turn right and stop,UnitreeGo2,0.65,0,0.35,0.85,0,0.55,0.9,0,0.75,0.65,0,0.75,0.3,0,0.4,0,0,0,0.45
move forward turn left and stop,UnitreeGo2,0.65,0,-0.35,0.85,0,-0.55,0.9,0,-0.75,0.65,0,-0.75,0.3,0,-0.4,0,0,0,0.45
move forward,Cassie,0.05,0,0,0.12,0,0,0.2,0,0,0.26,0,0,0.24,0,0,0.18,0,0,0.9
walk forward,Cassie,0.04,0,0,0.1,0,0,0.18,0,0,0.25,0,0,0.23,0,0,0.16,0,0,0.95
go straight ahead,Cassie,0.04,0,0,0.11,0,0,0.19,0,0,0.24,0,0,0.22,0,0,0.15,0,0,1
move ahead quickly,Cassie,0.08,0,0,0.16,0,0,0.25,0,0,0.32,0,0,0.28,0,0,0.2,0,0,0.85
walk ahead steadily,Cassie,0.04,0,0,0.09,0,0,0.15,0,0,0.2,0,0,0.18,0,0,0.13,0,0,1.1
advance forward,Cassie,0.05,0,0,0.12,0,0,0.19,0,0,0.25,0,0,0.23,0,0,0.17,0,0,0.95
move forward slowly,Cassie,0.03,0,0,0.07,0,0,0.11,0,0,0.15,0,0,0.14,0,0,0.1,0,0,1.2
walk forward fast,Cassie,0.08,0,0,0.17,0,0,0.26,0,0,0.33,0,0,0.29,0,0,0.2,0,0,0.85
continue moving forward,Cassie,0.04,0,0,0.1,0,0,0.17,0,0,0.23,0,0,0.21,0,0,0.16,0,0,1
head straight forward,Cassie,0.04,0,0,0.1,0,0,0.18,0,0,0.24,0,0,0.22,0,0,0.15,0,0,1
move backward,Cassie,-0.04,0,0,-0.1,0,0,-0.17,0,0,-0.23,0,0,-0.21,0,0,-0.15,0,0,1
walk backward,Cassie,-0.04,0,0,-0.11,0,0,-0.18,0,0,-0.24,0,0,-0.22,0,0,-0.16,0,0,1
go straight back,Cassie,-0.04,0,0,-0.1,0,0,-0.16,0,0,-0.22,0,0,-0.2,0,0,-0.14,0,0,1.05
move backward quickly,Cassie,-0.07,0,0,-0.15,0,0,-0.24,0,0,-0.3,0,0,-0.27,0,0,-0.19,0,0,0.9
walk backward steadily,Cassie,-0.03,0,0,-0.08,0,0,-0.14,0,0,-0.19,0,0,-0.17,0,0,-0.12,0,0,1.15
reverse,Cassie,-0.04,0,0,-0.11,0,0,-0.18,0,0,-0.24,0,0,-0.22,0,0,-0.16,0,0,1
move backward slowly,Cassie,-0.03,0,0,-0.06,0,0,-0.1,0,0,-0.14,0,0,-0.13,0,0,-0.09,0,0,1.2
walk backward fast,Cassie,-0.07,0,0,-0.16,0,0,-0.25,0,0,-0.31,0,0,-0.27,0,0,-0.19,0,0,0.9
continue moving backward,Cassie,-0.04,0,0,-0.09,0,0,-0.16,0,0,-0.22,0,0,-0.2,0,0,-0.15,0,0,1.05
head straight backward,Cassie,-0.04,0,0,-0.1,0,0,-0.17,0,0,-0.23,0,0,-0.21,0,0,-0.15,0,0,1.05
move right,Cassie,0,0.03,0,0,0.07,0,0,0.12,0,0,0.16,0,0,0.14,0,0,0.09,0,1.2
strafe right,Cassie,0,0.03,0,0,0.08,0,0,0.13,0,0,0.17,0,0,0.14,0,0,0.09,0,1.2
step sideways to the right,Cassie,0,0.02,0,0,0.06,0,0,0.1,0,0,0.14,0,0,0.12,0,0,0.08,0,1.25
move quickly to the right,Cassie,0,0.05,0,0,0.11,0,0,0.18,0,0,0.24,0,0,0.2,0,0,0.13,0,1.05
shift right slowly,Cassie,0,0.02,0,0,0.05,0,0,0.08,0,0,0.11,0,0,0.1,0,0,0.07,0,1.3
continue moving right,Cassie,0,0.03,0,0,0.07,0,0,0.12,0,0,0.16,0,0,0.14,0,0,0.09,0,1.2
slide to the right,Cassie,0,0.03,0,0,0.07,0,0,0.11,0,0,0.15,0,0,0.13,0,0,0.08,0,1.25
move sideways right,Cassie,0,0.03,0,0,0.08,0,0,0.13,0,0,0.17,0,0,0.14,0,0,0.09,0,1.2
take a quick step right,Cassie,0,0.05,0,0,0.11,0,0,0.18,0,0,0.23,0,0,0.19,0,0,0.12,0,1.05
head toward the right,Cassie,0,0.03,0,0,0.07,0,0,0.12,0,0,0.16,0,0,0.14,0,0,0.09,0,1.2
move left,Cassie,0,-0.03,0,0,-0.07,0,0,-0.12,0,0,-0.16,0,0,-0.14,0,0,-0.09,0,1.2
strafe left,Cassie,0,-0.03,0,0,-0.08,0,0,-0.13,0,0,-0.17,0,0,-0.14,0,0,-0.09,0,1.2
step sideways to the left,Cassie,0,-0.02,0,0,-0.06,0,0,-0.1,0,0,-0.14,0,0,-0.12,0,0,-0.08,0,1.25
move quickly to the left,Cassie,0,-0.05,0,0,-0.11,0,0,-0.18,0,0,-0.24,0,0,-0.2,0,0,-0.13,0,1.05
shift left slowly,Cassie,0,-0.02,0,0,-0.05,0,0,-0.08,0,0,-0.11,0,0,-0.1,0,0,-0.07,0,1.3
continue moving left,Cassie,0,-0.03,0,0,-0.07,0,0,-0.12,0,0,-0.16,0,0,-0.14,0,0,-0.09,0,1.2
slide to the left,Cassie,0,-0.03,0,0,-0.07,0,0,-0.11,0,0,-0.15,0,0,-0.13,0,0,-0.08,0,1.25
move sideways left,Cassie,0,-0.03,0,0,-0.08,0,0,-0.13,0,0,-0.17,0,0,-0.14,0,0,-0.09,0,1.2
take a quick step left,Cassie,0,-0.05,0,0,-0.11,0,0,-0.18,0,0,-0.23,0,0,-0.19,0,0,-0.12,0,1.05
head toward the left,Cassie,0,-0.03,0,0,-0.07,0,0,-0.12,0,0,-0.16,0,0,-0.14,0,0,-0.09,0,1.2
turn right,Cassie,0,0,0.03,0,0,0.08,0,0,0.13,0,0,0.18,0,0,0.15,0,0,0.1,1.15
rotate right,Cassie,0,0,0.04,0,0,0.09,0,0,0.14,0,0,0.19,0,0,0.16,0,0,0.1,1.15
turn clockwise,Cassie,0,0,0.03,0,0,0.08,0,0,0.13,0,0,0.17,0,0,0.15,0,0,0.09,1.2
turn right quickly,Cassie,0,0,0.06,0,0,0.13,0,0,0.2,0,0,0.27,0,0,0.22,0,0,0.14,1
turn right slowly,Cassie,0,0,0.02,0,0,0.05,0,0,0.08,0,0,0.11,0,0,0.1,0,0,0.07,1.3
keep turning right,Cassie,0,0,0.04,0,0,0.09,0,0,0.15,0,0,0.2,0,0,0.17,0,0,0.11,1.15
spin to the right,Cassie,0,0,0.06,0,0,0.13,0,0,0.21,0,0,0.28,0,0,0.23,0,0,0.15,1
pivot right,Cassie,0,0,0.03,0,0,0.08,0,0,0.13,0,0,0.18,0,0,0.15,0,0,0.1,1.2
rotate clockwise quickly,Cassie,0,0,0.06,0,0,0.13,0,0,0.2,0,0,0.27,0,0,0.22,0,0,0.14,1
make a right turn,Cassie,0,0,0.04,0,0,0.09,0,0,0.14,0,0,0.19,0,0,0.16,0,0,0.1,1.15
turn left,Cassie,0,0,-0.03,0,0,-0.08,0,0,-0.13,0,0,-0.18,0,0,-0.15,0,0,-0.1,1.15
rotate left,Cassie,0,0,-0.04,0,0,-0.09,0,0,-0.14,0,0,-0.19,0,0,-0.16,0,0,-0.1,1.15
turn counterclockwise,Cassie,0,0,-0.03,0,0,-0.08,0,0,-0.13,0,0,-0.17,0,0,-0.15,0,0,-0.09,1.2
turn left quickly,Cassie,0,0,-0.06,0,0,-0.13,0,0,-0.2,0,0,-0.27,0,0,-0.22,0,0,-0.14,1
turn left slowly,Cassie,0,0,-0.02,0,0,-0.05,0,0,-0.08,0,0,-0.11,0,0,-0.1,0,0,-0.07,1.3
keep turning left,Cassie,0,0,-0.04,0,0,-0.09,0,0,-0.15,0,0,-0.2,0,0,-0.17,0,0,-0.11,1.15
spin to the left,Cassie,0,0,-0.06,0,0,-0.13,0,0,-0.21,0,0,-0.28,0,0,-0.23,0,0,-0.15,1
pivot left,Cassie,0,0,-0.03,0,0,-0.08,0,0,-0.13,0,0,-0.18,0,0,-0.15,0,0,-0.1,1.2
rotate counterclockwise quickly,Cassie,0,0,-0.06,0,0,-0.13,0,0,-0.2,0,0,-0.27,0,0,-0.22,0,0,-0.14,1
make a left turn,Cassie,0,0,-0.04,0,0,-0.09,0,0,-0.14,0,0,-0.19,0,0,-0.16,0,0,-0.1,1.15
move forward then backward,Cassie,0.05,0,0,0.12,0,0,0.18,0,0,0.08,0,0,-0.06,0,0,-0.14,0,0,1.25
walk ahead then reverse,Cassie,0.04,0,0,0.1,0,0,0.16,0,0,0.07,0,0,-0.05,0,0,-0.12,0,0,1.3
move backward then forward,Cassie,-0.05,0,0,-0.12,0,0,-0.18,0,0,-0.08,0,0,0.06,0,0,0.14,0,0,1.25
reverse then move ahead,Cassie,-0.04,0,0,-0.1,0,0,-0.16,0,0,-0.07,0,0,0.05,0,0,0.12,0,0,1.3
move forward and turn right,Cassie,0.04,0,0.02,0.09,0,0.05,0.14,0,0.08,0.18,0,0.11,0.16,0,0.09,0.11,0,0.06,1.2
move forward while turning right,Cassie,0.04,0,0.03,0.09,0,0.06,0.15,0,0.09,0.19,0,0.12,0.16,0,0.1,0.11,0,0.07,1.15
walk ahead and curve right,Cassie,0.04,0,0.02,0.08,0,0.04,0.13,0,0.07,0.17,0,0.09,0.15,0,0.08,0.1,0,0.05,1.25
move forward and turn left,Cassie,0.04,0,-0.02,0.09,0,-0.05,0.14,0,-0.08,0.18,0,-0.11,0.16,0,-0.09,0.11,0,-0.06,1.2
move forward while turning left,Cassie,0.04,0,-0.03,0.09,0,-0.06,0.15,0,-0.09,0.19,0,-0.12,0.16,0,-0.1,0.11,0,-0.07,1.15
walk ahead and curve left,Cassie,0.04,0,-0.02,0.08,0,-0.04,0.13,0,-0.07,0.17,0,-0.09,0.15,0,-0.08,0.1,0,-0.05,1.25
move backward while turning right,Cassie,-0.04,0,0.03,-0.09,0,0.06,-0.15,0,0.09,-0.19,0,0.12,-0.16,0,0.1,-0.11,0,0.07,1.2
reverse and curve right,Cassie,-0.04,0,0.02,-0.08,0,0.04,-0.13,0,0.07,-0.17,0,0.09,-0.15,0,0.08,-0.1,0,0.05,1.25
move backward while turning left,Cassie,-0.04,0,-0.03,-0.09,0,-0.06,-0.15,0,-0.09,-0.19,0,-0.12,-0.16,0,-0.1,-0.11,0,-0.07,1.2
reverse and curve left,Cassie,-0.04,0,-0.02,-0.08,0,-0.04,-0.13,0,-0.07,-0.17,0,-0.09,-0.15,0,-0.08,-0.1,0,-0.05,1.25
move forward turn right then move backward,Cassie,0.05,0,0.02,0.1,0,0.04,0.14,0,0.04,0.05,0,0.02,-0.05,0,0.01,-0.12,0,0,1.3
move forward turn left then move backward,Cassie,0.05,0,-0.02,0.1,0,-0.04,0.14,0,-0.04,0.05,0,-0.02,-0.05,0,-0.01,-0.12,0,0,1.3
move backward turn right then move forward,Cassie,-0.05,0,0.02,-0.1,0,0.04,-0.14,0,0.04,-0.05,0,0.02,0.05,0,0.01,0.12,0,0,1.3
move backward turn left then move forward,Cassie,-0.05,0,-0.02,-0.1,0,-0.04,-0.14,0,-0.04,-0.05,0,-0.02,0.05,0,-0.01,0.12,0,0,1.3
move forward then turn right,Cassie,0.05,0,0,0.12,0,0,0.17,0,0,0.1,0,0.04,0.04,0,0.09,0,0,0.14,1.2
move forward then turn left,Cassie,0.05,0,0,0.12,0,0,0.17,0,0,0.1,0,-0.04,0.04,0,-0.09,0,0,-0.14,1.2
move backward then turn right,Cassie,-0.05,0,0,-0.12,0,0,-0.17,0,0,-0.1,0,0.04,-0.04,0,0.09,0,0,0.14,1.2
move backward then turn left,Cassie,-0.05,0,0,-0.12,0,0,-0.17,0,0,-0.1,0,-0.04,-0.04,0,-0.09,0,0,-0.14,1.2
move right then turn right,Cassie,0,0.04,0,0,0.09,0,0,0.13,0,0,0.08,0.03,0,0.03,0.08,0,0,0.13,1.25
move left then turn left,Cassie,0,-0.04,0,0,-0.09,0,0,-0.13,0,0,-0.08,-0.03,0,-0.03,-0.08,0,0,-0.13,1.25
move right then move forward,Cassie,0,0.04,0,0,0.09,0,0,0.12,0,0.04,0.07,0,0.1,0.05,0,0.16,0.03,0,1.25
move left then move forward,Cassie,0,-0.04,0,0,-0.09,0,0,-0.12,0,0.04,-0.07,0,0.1,-0.05,0,0.16,-0.03,0,1.25
move right then move backward,Cassie,0,0.04,0,0,0.09,0,0,0.12,0,-0.04,0.07,0,-0.1,0.05,0,-0.16,0.03,0,1.25
move left then move backward,Cassie,0,-0.04,0,0,-0.09,0,0,-0.12,0,-0.04,-0.07,0,-0.1,-0.05,0,-0.16,-0.03,0,1.25
move in a forward zigzag,Cassie,0.05,0.03,0,0.1,-0.03,0,0.15,0.04,0,0.18,-0.04,0,0.14,0.03,0,0.1,-0.03,0,1.2
zigzag forward quickly,Cassie,0.08,0.05,0,0.16,-0.05,0,0.24,0.07,0,0.28,-0.07,0,0.22,0.05,0,0.14,-0.05,0,1
move in a backward zigzag,Cassie,-0.05,0.03,0,-0.1,-0.03,0,-0.15,0.04,0,-0.18,-0.04,0,-0.14,0.03,0,-0.1,-0.03,0,1.2
zigzag backward slowly,Cassie,-0.03,0.02,0,-0.07,-0.02,0,-0.11,0.03,0,-0.14,-0.03,0,-0.11,0.02,0,-0.07,-0.02,0,1.35
move in a clockwise circle,Cassie,0.04,0,0.03,0.09,0,0.06,0.14,0,0.09,0.18,0,0.12,0.15,0,0.1,0.1,0,0.07,1.2
move in a counterclockwise circle,Cassie,0.04,0,-0.03,0.09,0,-0.06,0.14,0,-0.09,0.18,0,-0.12,0.15,0,-0.1,0.1,0,-0.07,1.2
make a wide right arc,Cassie,0.06,0,0.02,0.13,0,0.04,0.2,0,0.06,0.25,0,0.08,0.22,0,0.07,0.16,0,0.05,1.1
make a sharp right arc,Cassie,0.03,0,0.06,0.07,0,0.12,0.11,0,0.18,0.15,0,0.24,0.13,0,0.2,0.08,0,0.13,1.05
make a wide left arc,Cassie,0.06,0,-0.02,0.13,0,-0.04,0.2,0,-0.06,0.25,0,-0.08,0.22,0,-0.07,0.16,0,-0.05,1.1
make a sharp left arc,Cassie,0.03,0,-0.06,0.07,0,-0.12,0.11,0,-0.18,0.15,0,-0.24,0.13,0,-0.2,0.08,0,-0.13,1.05
move diagonally forward right,Cassie,0.04,0.03,0,0.09,0.06,0,0.15,0.09,0,0.2,0.12,0,0.17,0.1,0,0.12,0.07,0,1.2
move diagonally forward left,Cassie,0.04,-0.03,0,0.09,-0.06,0,0.15,-0.09,0,0.2,-0.12,0,0.17,-0.1,0,0.12,-0.07,0,1.2
move diagonally backward right,Cassie,-0.04,0.03,0,-0.09,0.06,0,-0.15,0.09,0,-0.2,0.12,0,-0.17,0.1,0,-0.12,0.07,0,1.2
move diagonally backward left,Cassie,-0.04,-0.03,0,-0.09,-0.06,0,-0.15,-0.09,0,-0.2,-0.12,0,-0.17,-0.1,0,-0.12,-0.07,0,1.2
turn right then move forward,Cassie,0,0,0.04,0,0,0.09,0,0,0.13,0.04,0,0.08,0.1,0,0.04,0.16,0,0,1.25
turn left then move forward,Cassie,0,0,-0.04,0,0,-0.09,0,0,-0.13,0.04,0,-0.08,0.1,0,-0.04,0.16,0,0,1.25
turn right then move backward,Cassie,0,0,0.04,0,0,0.09,0,0,0.13,-0.04,0,0.08,-0.1,0,0.04,-0.16,0,0,1.25
turn left then move backward,Cassie,0,0,-0.04,0,0,-0.09,0,0,-0.13,-0.04,0,-0.08,-0.1,0,-0.04,-0.16,0,0,1.25
move forward then stop,Cassie,0.05,0,0,0.12,0,0,0.18,0,0,0.12,0,0,0.06,0,0,0,0,0,1.1
move backward then stop,Cassie,-0.05,0,0,-0.12,0,0,-0.18,0,0,-0.12,0,0,-0.06,0,0,0,0,0,1.1
move right then stop,Cassie,0,0.04,0,0,0.09,0,0,0.14,0,0,0.09,0,0,0.04,0,0,0,0,1.2
move left then stop,Cassie,0,-0.04,0,0,-0.09,0,0,-0.14,0,0,-0.09,0,0,-0.04,0,0,0,0,1.2
turn right then stop,Cassie,0,0,0.04,0,0,0.1,0,0,0.15,0,0,0.1,0,0,0.04,0,0,0,1.2
turn left then stop,Cassie,0,0,-0.04,0,0,-0.1,0,0,-0.15,0,0,-0.1,0,0,-0.04,0,0,0,1.2
move forward right then turn left,Cassie,0.04,0.03,0,0.09,0.06,0,0.13,0.05,-0.02,0.11,0.03,-0.05,0.06,0,-0.09,0.02,0,-0.13,1.25
move forward left then turn right,Cassie,0.04,-0.03,0,0.09,-0.06,0,0.13,-0.05,0.02,0.11,-0.03,0.05,0.06,0,0.09,0.02,0,0.13,1.25
turn right move forward then turn left,Cassie,0,0,0.05,0.04,0,0.04,0.1,0,0.02,0.15,0,0,0.1,0,-0.03,0.04,0,-0.08,1.3
turn left move forward then turn right,Cassie,0,0,-0.05,0.04,0,-0.04,0.1,0,-0.02,0.15,0,0,0.1,0,0.03,0.04,0,0.08,1.3
move forward strafe right then turn right,Cassie,0.05,0,0,0.12,0,0,0.09,0.04,0,0.05,0.08,0,0,0.05,0.04,0,0,0.09,1.3
move forward strafe left then turn left,Cassie,0.05,0,0,0.12,0,0,0.09,-0.04,0,0.05,-0.08,0,0,-0.05,-0.04,0,0,-0.09,1.3
move right turn left then move forward,Cassie,0,0.04,0,0,0.09,0,0,0.06,-0.03,0.03,0.02,-0.07,0.08,0,-0.04,0.14,0,0,1.3
move left turn right then move forward,Cassie,0,-0.04,0,0,-0.09,0,0,-0.06,0.03,0.03,-0.02,0.07,0.08,0,0.04,0.14,0,0,1.3
walk forward fast then slow down,Cassie,0.1,0,0,0.2,0,0,0.3,0,0,0.24,0,0,0.15,0,0,0.07,0,0,0.95
walk backward fast then slow down,Cassie,-0.1,0,0,-0.2,0,0,-0.3,0,0,-0.24,0,0,-0.15,0,0,-0.07,0,0,0.95
turn right fast then slow down,Cassie,0,0,0.09,0,0,0.18,0,0,0.28,0,0,0.22,0,0,0.13,0,0,0.06,1
turn left fast then slow down,Cassie,0,0,-0.09,0,0,-0.18,0,0,-0.28,0,0,-0.22,0,0,-0.13,0,0,-0.06,1
accelerate forward,Cassie,0.03,0,0,0.07,0,0,0.12,0,0,0.18,0,0,0.23,0,0,0.28,0,0,1
accelerate backward,Cassie,-0.03,0,0,-0.07,0,0,-0.12,0,0,-0.18,0,0,-0.23,0,0,-0.28,0,0,1
accelerate into a right turn,Cassie,0.03,0,0.02,0.07,0,0.04,0.11,0,0.06,0.15,0,0.08,0.19,0,0.1,0.23,0,0.12,1.1
accelerate into a left turn,Cassie,0.03,0,-0.02,0.07,0,-0.04,0.11,0,-0.06,0.15,0,-0.08,0.19,0,-0.1,0.23,0,-0.12,1.1
make a quick right left zigzag,Cassie,0,0.06,0,0,-0.06,0,0,0.1,0,0,-0.1,0,0,0.07,0,0,-0.07,0,1.2
make a quick left right zigzag,Cassie,0,-0.06,0,0,0.06,0,0,-0.1,0,0,0.1,0,0,-0.07,0,0,0.07,0,1.2
turn right while moving sideways right,Cassie,0,0.03,0.03,0,0.06,0.06,0,0.1,0.09,0,0.13,0.12,0,0.1,0.1,0,0.07,0.07,1.25
turn left while moving sideways left,Cassie,0,-0.03,-0.03,0,-0.06,-0.06,0,-0.1,-0.09,0,-0.13,-0.12,0,-0.1,-0.1,0,-0.07,-0.07,1.25
move sideways right then sideways left,Cassie,0,0.04,0,0,0.09,0,0,0.12,0,0,-0.04,0,0,-0.09,0,0,-0.13,0,1.35
move sideways left then sideways right,Cassie,0,-0.04,0,0,-0.09,0,0,-0.12,0,0,0.04,0,0,0.09,0,0,0.13,0,1.35
move forward turn right and stop,Cassie,0.04,0,0.02,0.1,0,0.05,0.14,0,0.08,0.1,0,0.07,0.05,0,0.03,0,0,0,1.25
move forward turn left and stop,Cassie,0.04,0,-0.02,0.1,0,-0.05,0.14,0,-0.08,0.1,0,-0.07,0.05,0,-0.03,0,0,0,1.25
move forward,AnymalB,0.15,0,0,0.35,0,0,0.55,0,0,0.7,0,0,0.65,0,0,0.5,0,0,0.7
walk forward,AnymalB,0.18,0,0,0.38,0,0,0.58,0,0,0.75,0,0,0.68,0,0,0.52,0,0,0.7
go straight ahead,AnymalB,0.14,0,0,0.32,0,0,0.5,0,0,0.65,0,0,0.6,0,0,0.45,0,0,0.75
move ahead quickly,AnymalB,0.25,0,0,0.5,0,0,0.75,0,0,0.9,0,0,0.8,0,0,0.6,0,0,0.65
walk ahead steadily,AnymalB,0.12,0,0,0.28,0,0,0.45,0,0,0.58,0,0,0.54,0,0,0.4,0,0,0.8
advance forward,AnymalB,0.15,0,0,0.35,0,0,0.55,0,0,0.7,0,0,0.65,0,0,0.5,0,0,0.7
move forward slowly,AnymalB,0.08,0,0,0.18,0,0,0.3,0,0,0.4,0,0,0.36,0,0,0.25,0,0,0.85
walk forward fast,AnymalB,0.28,0,0,0.55,0,0,0.78,0,0,0.92,0,0,0.82,0,0,0.62,0,0,0.65
continue moving forward,AnymalB,0.14,0,0,0.32,0,0,0.52,0,0,0.68,0,0,0.62,0,0,0.48,0,0,0.75
head straight forward,AnymalB,0.13,0,0,0.31,0,0,0.5,0,0,0.66,0,0,0.6,0,0,0.45,0,0,0.75
move backward,AnymalB,-0.08,0,0,-0.18,0,0,-0.28,0,0,-0.36,0,0,-0.32,0,0,-0.22,0,0,0.85
walk backward,AnymalB,-0.08,0,0,-0.17,0,0,-0.27,0,0,-0.34,0,0,-0.31,0,0,-0.21,0,0,0.9
go straight back,AnymalB,-0.07,0,0,-0.16,0,0,-0.25,0,0,-0.32,0,0,-0.29,0,0,-0.2,0,0,0.9
move backward quickly,AnymalB,-0.12,0,0,-0.25,0,0,-0.38,0,0,-0.5,0,0,-0.42,0,0,-0.28,0,0,0.85
walk backward steadily,AnymalB,-0.06,0,0,-0.14,0,0,-0.22,0,0,-0.3,0,0,-0.27,0,0,-0.18,0,0,0.95
reverse,AnymalB,-0.08,0,0,-0.18,0,0,-0.28,0,0,-0.36,0,0,-0.32,0,0,-0.22,0,0,0.9
move backward slowly,AnymalB,-0.04,0,0,-0.1,0,0,-0.16,0,0,-0.22,0,0,-0.2,0,0,-0.14,0,0,1
walk backward fast,AnymalB,-0.12,0,0,-0.26,0,0,-0.4,0,0,-0.52,0,0,-0.44,0,0,-0.3,0,0,0.85
continue moving backward,AnymalB,-0.07,0,0,-0.16,0,0,-0.26,0,0,-0.34,0,0,-0.3,0,0,-0.21,0,0,0.9
head straight backward,AnymalB,-0.07,0,0,-0.15,0,0,-0.24,0,0,-0.32,0,0,-0.29,0,0,-0.2,0,0,0.9
